consecutivo,folioviv,ic_rezedu,ic_asalud,ic_segsoc,trab,jedad,muj15a49,exc_lengua,depecon,dormi,num_ind,hacina,ing_mon,ing_trab,ing_negp,ing_rent,ing_tran,rururb,intt,intpc,teneciareg,locurbana,paredsol,techosol,lningtot
17733,194011,1,1,1,3,56,2,0,2,2,6,3.00,16641.02,8549.74,6167.41,0.00,1923.86,0,19693.88,3282.31,1,1,1.00,1.00,9.89
17734,194012,1,0,1,3,48,1,0,1,2,6,3.00,5394.81,5361.45,0.00,0.00,33.35,0,8414.16,1402.36,0,1,1.00,1.00,9.04
17735,194013,1,2,2,1,58,0,0,1,5,4,0.80,5142.84,2139.93,0.00,0.00,3002.91,0,9175.70,2293.93,1,1,1.00,1.00,9.12
17736,194014,0,0,0,2,49,0,0,1,3,2,0.67,2669.70,1068.15,0.00,0.00,1601.55,0,4585.21,2292.61,1,1,1.00,1.00,8.43
17737,194016,0,1,1,2,49,0,0,0,2,4,2.00,10923.40,7581.95,2198.59,0.00,1142.86,1,12133.26,3033.31,1,0,1.00,1.00,9.40
17738,194017,0,0,0,0,64,0,0,0,1,2,2.00,19368.85,0.00,0.00,350.45,19018.40,1,19848.93,9924.47,1,0,1.00,1.00,9.90
17739,194018,0,0,0,2,41,0,0,1,3,3,1.00,11086.35,9924.98,0.00,200.14,835.65,1,12598.68,4199.56,1,0,1.00,1.00,9.44
17740,194019,0,0,1,2,30,0,0,0,2,2,1.00,19018.40,19018.40,0.00,0.00,0.00,1,17500.87,8750.43,0,0,1.00,1.00,9.77
17741,194020,0,0,1,1,37,0,0,0,1,4,4.00,6740.36,0.00,4851.62,166.99,1721.74,1,9038.09,2259.52,0,0,1.00,1.00,9.11
17742,194021,1,0,3,1,45,1,0,0,2,3,1.50,2515.72,917.55,155.15,0.00,1443.03,1,3322.30,1107.43,1,0,1.00,1.00,8.11
17743,194022,0,1,2,2,22,0,0,0,2,2,1.00,5278.41,5271.09,0.00,0.00,0.00,1,4958.85,2479.42,1,0,1.00,1.00,8.51
17744,194023,4,2,7,3,59,1,0,0,1,7,7.00,5557.38,401.70,2472.14,0.00,2683.53,1,5859.66,837.09,1,0,1.00,0.00,8.68
17745,194024,2,0,0,2,73,0,0,1,2,3,1.50,6269.01,3603.49,563.55,0.00,2101.97,1,7277.22,2425.74,1,0,0.00,0.00,8.89
17746,194025,2,0,2,2,72,0,0,1,2,3,1.50,4987.27,0.00,3072.15,0.00,1915.12,1,6655.31,2218.44,1,0,1.00,1.00,8.80
17747,194026,1,0,5,2,27,2,0,0,1,5,5.00,1609.31,0.00,1016.07,0.00,593.23,1,1911.77,382.35,0,0,0.00,0.00,7.56
17748,194027,0,0,4,0,24,1,0,3,1,4,4.00,2352.49,0.00,1585.41,0.00,767.07,1,2352.49,588.12,1,0,1.00,0.00,7.76
17749,194028,0,0,1,1,84,0,0,0,1,2,2.00,2692.48,0.00,91.09,0.00,2601.39,1,4239.46,2119.73,1,0,0.00,0.00,8.35
17750,194029,0,0,1,2,33,1,0,1,2,4,2.00,8954.20,4453.87,4500.32,0.00,0.00,1,14684.74,3671.19,1,0,1.00,1.00,9.59
17751,194030,2,0,0,1,73,0,0,0,1,2,2.00,5172.62,3603.49,0.00,0.00,1569.13,1,7693.16,3846.58,0,0,1.00,1.00,8.95
17752,194031,1,0,1,2,34,1,0,2,2,5,2.50,13221.00,6868.29,5337.38,0.00,1002.78,0,13221.00,2644.20,1,1,1.00,1.00,9.49
17753,194032,1,0,1,4,38,1,0,0,4,5,1.25,14853.42,11316.60,199.66,334.26,3002.91,0,16869.86,3373.97,0,1,1.00,1.00,9.73
17754,194033,0,0,5,2,40,2,0,2,2,5,2.50,5588.47,5305.13,283.33,0.00,0.00,0,5487.55,1097.51,1,1,1.00,1.00,8.61
17755,194034,0,0,5,1,48,2,0,2,2,9,4.50,3305.22,902.32,2402.90,0.00,0.00,0,4313.43,862.69,1,1,1.00,1.00,8.37
17756,194034,0,3,3,1,28,1,0,3,2,9,4.50,6005.81,6005.81,0.00,0.00,0.00,0,6005.81,1501.45,1,1,1.00,1.00,8.70
17757,194035,0,0,0,0,59,0,0,1,2,2,1.00,2902.81,0.00,0.00,0.00,2902.81,0,3911.03,1955.51,1,1,1.00,1.00,8.27
17758,194036,2,2,2,3,72,1,0,1,4,8,2.00,12196.22,9910.39,275.53,0.00,2001.94,0,14212.65,1776.58,1,1,1.00,1.00,9.56
17759,194038,1,1,1,2,66,0,0,3,4,7,1.75,13111.98,11110.04,0.00,0.00,2001.94,0,16055.90,2293.70,1,1,1.00,1.00,9.68
17760,194039,0,0,0,0,50,0,0,0,1,1,1.00,7994.45,0.00,5995.84,0.00,1998.61,0,10010.89,10010.89,1,1,1.00,1.00,9.21
17761,194040,1,0,0,0,77,0,0,0,1,2,2.00,2702.61,0.00,0.00,0.00,2702.61,0,4719.05,2359.52,1,1,1.00,0.00,8.46
17762,194042,0,0,3,2,43,1,0,2,1,3,3.00,2545.63,0.00,2545.63,0.00,0.00,0,3352.20,1117.40,1,1,1.00,1.00,8.12
17763,194043,0,0,0,1,29,1,0,3,1,4,4.00,9034.20,8908.62,0.00,0.00,0.00,0,9639.13,2409.78,1,1,1.00,1.00,9.17
17764,194044,0,0,0,1,31,0,0,0,2,1,0.50,8753.20,8753.20,0.00,0.00,0.00,0,5221.12,5221.12,1,1,1.00,1.00,8.56
17765,194045,0,1,2,1,39,1,0,0,3,5,1.67,12895.12,10092.26,0.00,0.00,2802.86,0,14238.54,2847.71,1,1,1.00,1.00,9.56
17766,194046,3,3,5,5,55,0,0,0,3,8,2.67,19264.57,12546.30,5516.50,0.00,1201.76,0,18158.61,2269.83,1,1,1.00,1.00,9.81
17767,194047,2,0,0,1,62,0,0,1,1,2,2.00,4154.79,0.00,2152.86,0.00,2001.94,0,6574.42,3287.21,1,1,1.00,1.00,8.79
17768,194048,0,1,2,1,50,2,0,4,2,5,2.50,6874.63,6874.63,0.00,0.00,0.00,0,8891.06,1778.21,1,1,1.00,1.00,9.09
17769,194049,1,0,1,3,47,0,0,0,2,3,1.50,18361.16,15254.76,3106.40,0.00,0.00,0,18688.11,6229.37,1,1,1.00,1.00,9.84
17770,194050,0,0,0,2,45,0,0,1,2,3,1.50,13813.37,13813.37,0.00,0.00,0.00,0,19480.28,6493.43,1,1,1.00,1.00,9.88
17771,195001,1,1,2,4,34,1,0,0,3,6,2.00,24861.55,20351.80,2495.27,0.00,2014.48,0,25462.39,4243.73,1,1,1.00,1.00,10.14
17772,195002,0,1,4,4,43,1,0,1,3,4,1.33,13162.62,3603.28,9559.34,0.00,0.00,0,14766.59,3691.65,1,1,1.00,0.00,9.60
17773,195003,0,0,0,1,37,2,0,2,1,5,5.00,7422.59,7239.78,182.81,0.00,0.00,0,7622.78,1524.56,1,1,0.00,0.00,8.94
17774,195004,0,0,5,2,35,1,0,2,2,5,2.50,8624.56,432.20,8192.36,0.00,0.00,0,10228.76,2045.75,1,1,1.00,1.00,9.23
17775,195005,1,4,4,3,42,2,0,0,2,4,2.00,9525.32,6806.20,2719.13,0.00,0.00,0,9324.60,2331.15,1,1,1.00,1.00,9.14
17776,195007,0,1,0,2,39,0,0,1,2,3,1.50,7544.90,6205.65,1339.25,0.00,0.00,0,9550.37,3183.46,1,1,1.00,1.00,9.16
17777,195009,1,2,3,0,20,1,0,2,1,3,3.00,2953.52,0.00,2539.03,0.00,414.49,0,3956.26,1318.75,0,1,1.00,0.00,8.28
17778,195011,0,0,6,3,52,2,0,1,2,6,3.00,11610.57,11610.57,0.00,0.00,0.00,1,11610.57,1935.10,1,0,1.00,1.00,9.36
17779,195012,2,1,1,2,64,0,0,1,2,3,1.50,13915.23,8007.29,5907.94,0.00,0.00,1,15240.16,5080.05,1,0,1.00,1.00,9.63
17780,195013,0,0,4,2,31,0,0,1,2,4,2.00,7805.88,7805.88,0.00,0.00,0.00,1,8688.18,2172.05,1,0,1.00,1.00,9.07
17781,195014,0,0,1,2,60,0,0,0,2,2,1.00,10605.20,10309.39,0.00,0.00,281.86,1,12448.38,6224.19,1,0,0.00,0.00,9.43
17782,195015,1,1,1,1,77,0,0,0,2,2,1.00,6405.74,3202.92,0.00,0.00,3202.83,1,7147.54,3573.77,1,0,1.00,0.00,8.87
17783,195016,0,1,0,1,19,0,0,1,1,2,2.00,14012.76,14012.76,0.00,0.00,0.00,1,13477.49,6738.74,1,0,0.00,0.00,9.51
17784,195017,1,1,6,3,54,0,0,0,2,6,3.00,12330.58,2674.25,8245.46,0.00,1410.87,1,13433.59,2238.93,0,0,1.00,0.00,9.51
17785,195018,0,1,0,2,52,0,0,0,2,4,2.00,15558.01,15013.67,544.34,0.00,0.00,1,16761.29,4190.32,1,0,1.00,1.00,9.73
17786,195019,1,0,0,0,84,0,0,0,2,1,0.50,1606.39,0.00,0.00,0.00,1606.39,1,3110.50,3110.50,1,0,1.00,0.00,8.04
17787,195020,1,0,0,2,52,1,0,0,3,4,1.33,9565.46,8940.66,150.00,0.00,474.80,1,10869.01,2717.25,1,0,1.00,0.00,9.29
17788,195021,1,2,2,1,57,0,0,3,2,4,2.00,10741.22,10720.29,0.00,0.00,0.00,1,11543.41,2885.85,1,0,1.00,1.00,9.35
17789,195022,0,0,0,1,31,0,0,1,1,2,2.00,5505.01,5505.01,0.00,0.00,0.00,1,8011.86,4005.93,1,0,1.00,1.00,8.99
17790,195023,0,0,0,1,54,0,0,0,1,1,1.00,4214.80,4163.30,0.00,9.64,0.00,1,5217.54,5217.54,1,0,1.00,1.00,8.56
17791,195025,0,1,4,2,43,0,0,1,2,4,2.00,4026.66,497.39,2653.39,0.00,875.88,1,5530.77,1382.69,1,0,1.00,1.00,8.62
17792,195026,1,0,0,0,62,0,0,0,1,2,2.00,2752.51,0.00,0.00,0.00,2752.51,0,4757.98,2378.99,1,1,1.00,1.00,8.47
17793,195027,0,3,3,2,45,1,0,1,3,4,1.33,9508.66,9508.66,0.00,0.00,0.00,0,11012.76,2753.19,1,1,1.00,0.00,9.31
17794,195028,0,0,0,1,36,0,0,0,1,1,1.00,7859.97,7839.04,0.00,0.00,0.00,0,8025.92,8025.92,1,1,1.00,1.00,8.99
17795,195029,4,2,2,4,44,2,0,1,5,8,1.60,19517.77,19517.77,0.00,0.00,0.00,0,21522.80,2690.35,1,1,1.00,1.00,9.98
17796,195030,0,0,0,1,24,0,0,0,1,1,1.00,3503.19,3503.19,0.00,0.00,0.00,0,4505.93,4505.93,0,1,1.00,1.00,8.41
17797,195032,0,5,5,1,38,2,0,4,3,5,1.67,7245.61,0.00,7245.61,0.00,0.00,0,11256.56,2251.31,1,1,1.00,1.00,9.33
17798,195034,0,1,0,2,42,0,0,0,3,5,1.67,36237.95,18886.97,0.00,7006.38,10344.60,0,42254.37,8450.87,1,1,1.00,1.00,10.65
17799,195035,0,0,0,1,64,0,0,0,1,1,1.00,47580.13,47022.00,0.00,0.00,0.00,0,70528.22,70528.22,0,1,1.00,1.00,11.16
17800,195036,0,0,4,1,34,0,0,3,2,4,2.00,4003.64,4003.64,0.00,0.00,0.00,0,5006.38,1251.60,0,1,1.00,1.00,8.52
17801,195037,1,0,0,2,45,0,0,1,2,3,1.50,10958.60,10874.88,0.00,0.00,0.00,0,12061.26,4020.42,1,1,1.00,1.00,9.40
17802,195038,0,0,0,2,65,0,0,1,2,3,1.50,12220.88,10009.11,0.00,0.00,2202.00,0,16229.82,5409.94,1,1,1.00,1.00,9.69
17803,195039,0,1,0,2,37,1,0,1,2,4,2.00,5303.55,5136.88,166.67,0.00,0.00,0,5303.55,1325.89,1,1,1.00,1.00,8.58
17804,195040,1,2,3,1,73,0,0,0,1,4,4.00,12290.21,9510.97,1002.58,0.00,1776.66,0,10984.18,2746.04,1,1,1.00,1.00,9.30
17805,195041,0,1,1,2,39,1,0,0,2,4,2.00,13428.31,12211.12,1102.90,0.00,66.85,0,15751.02,3937.75,1,1,1.00,1.00,9.66
17806,195042,1,2,5,2,49,0,0,1,2,5,2.50,10835.09,4172.63,6084.55,550.00,0.00,0,12840.56,2568.11,1,1,1.00,1.00,9.46
17807,195043,0,0,5,1,35,1,0,2,1,5,5.00,16076.42,0.00,16043.26,0.00,33.16,0,16576.90,3315.38,0,1,1.00,1.00,9.72
17808,195044,0,0,5,2,34,0,0,0,1,5,5.00,4271.32,2433.74,504.00,0.00,1333.58,0,4271.32,854.26,1,1,1.00,1.00,8.36
17809,195045,1,1,1,1,20,0,0,0,1,2,2.00,2689.49,132.64,2139.03,0.00,417.82,0,2689.49,2689.49,1,1,1.00,1.00,7.90
17810,195045,0,1,1,1,19,0,0,0,1,2,2.00,5204.29,4002.52,1201.77,0.00,0.00,0,5638.12,5638.12,1,1,1.00,1.00,8.64
17811,195046,0,0,0,2,38,0,0,0,3,4,1.33,19545.82,19340.17,0.00,0.00,80.07,0,27281.67,6820.42,1,1,1.00,1.00,10.21
17812,195047,0,0,0,1,26,1,0,1,2,4,2.00,6961.85,4504.10,2339.53,0.00,83.33,0,7964.58,1991.15,1,1,1.00,1.00,8.98
17813,195048,0,1,6,2,45,0,0,1,2,6,3.00,13084.29,0.00,12283.56,0.00,800.73,0,13886.48,2314.41,1,1,1.00,1.00,9.54
17814,195049,0,1,0,2,35,0,0,1,4,4,1.00,8007.29,8007.29,0.00,0.00,0.00,0,12018.24,3004.56,1,1,1.00,1.00,9.39
17815,196001,2,0,0,2,59,0,0,0,1,2,2.00,4816.23,4604.19,0.00,100.41,83.72,1,8403.12,4201.56,0,0,1.00,1.00,9.04
17816,196002,0,4,4,2,39,2,0,0,2,4,2.00,4211.26,633.40,2877.22,0.00,700.64,1,7497.39,1874.35,0,0,1.00,1.00,8.92
17817,196003,2,0,0,0,74,0,0,0,2,2,1.00,1951.81,0.00,0.00,0.00,1951.81,1,3455.92,1727.96,1,0,1.00,0.00,8.15
17818,196004,0,1,0,1,53,0,0,1,3,3,1.00,12177.60,12010.93,166.67,0.00,0.00,1,14183.08,4727.69,1,0,1.00,1.00,9.56
17819,196005,1,0,0,1,85,0,0,0,2,2,1.00,12419.37,0.00,11118.10,0.00,1301.27,1,11032.19,5516.09,0,0,1.00,0.00,9.31
17820,196006,3,1,0,2,91,0,0,0,2,3,1.50,5210.57,0.00,89.08,0.00,5121.49,1,5711.94,1903.98,1,0,0.00,0.00,8.65
17821,196007,0,1,4,2,32,2,0,1,2,4,2.00,8365.31,8325.61,0.00,39.69,0.00,1,10221.88,2555.47,1,0,1.00,0.00,9.23
17822,196008,1,0,0,1,72,0,0,0,1,1,1.00,6537.70,4003.64,0.00,31.69,2502.37,1,6452.09,6452.09,0,0,1.00,1.00,8.77
17823,196009,2,0,0,1,91,0,0,0,1,2,2.00,3652.41,0.00,0.00,0.00,3652.41,1,4655.14,2327.57,1,0,1.00,1.00,8.45
17824,196010,1,3,4,1,45,0,0,1,2,4,2.00,3368.62,1864.67,1503.95,0.00,0.00,1,4571.91,1142.98,0,0,1.00,0.00,8.43
17825,196011,2,0,1,0,69,0,0,1,3,3,1.00,2868.57,0.00,0.00,0.00,2868.57,1,3670.76,1223.59,0,0,1.00,1.00,8.21
17826,196014,2,0,0,3,63,0,0,0,2,5,2.50,18579.10,16346.88,0.00,0.00,2181.99,1,19782.38,3956.48,1,0,1.00,1.00,9.89
17827,196015,#NULL!,0,0,1,39,1,0,4,2,5,2.50,11622.11,10949.97,0.00,0.00,560.51,1,12557.85,2511.57,1,0,1.00,1.00,9.44
17828,196016,2,2,10,5,49,2,0,4,3,10,3.33,6483.55,0.00,4618.80,180.16,1684.59,1,8698.55,869.86,1,0,0.00,0.00,9.07
17829,196017,2,0,0,2,75,0,0,0,1,2,2.00,4532.14,0.00,1007.71,0.00,3524.44,1,5302.45,2651.23,1,0,0.00,0.00,8.58
17830,196018,0,0,4,2,40,1,0,0,1,4,4.00,2130.27,1329.86,275.02,0.00,525.39,1,2676.46,669.11,0,0,0.00,0.00,7.89
17831,196019,1,0,3,1,50,0,0,1,3,3,1.00,659.44,0.00,412.38,0.00,247.07,1,2498.66,832.89,1,0,0.00,0.00,7.82
17832,196020,1,1,1,1,78,0,0,1,1,2,2.00,3662.69,0.00,1731.10,0.00,1931.60,1,4317.75,2158.87,1,0,0.00,0.00,8.37
17833,196021,0,1,4,2,29,1,0,1,1,4,4.00,1653.38,49.83,171.16,0.00,1432.40,1,1871.78,467.94,1,0,0.00,0.00,7.53
17834,196022,2,0,0,2,82,0,0,0,1,2,2.00,8385.39,0.00,982.78,0.00,7402.61,1,8374.41,4187.21,1,0,0.00,0.00,9.03
17835,196023,1,4,8,4,78,2,0,1,3,9,3.00,11213.70,0.00,5902.76,0.00,5310.94,1,11719.43,1302.16,1,0,0.00,0.00,9.37
17836,196024,0,0,0,2,43,1,0,1,2,5,2.50,10402.78,9287.93,330.49,0.00,784.36,0,13227.51,2645.50,1,1,1.00,1.00,9.49
17837,196025,0,0,1,2,60,0,0,0,3,4,1.33,11938.47,11035.78,0.00,0.00,902.68,0,14144.22,3536.05,1,1,1.00,1.00,9.56
17838,196026,0,1,0,2,47,0,0,1,2,3,1.50,7507.66,4304.74,0.00,0.00,3202.92,0,9011.31,3003.77,1,1,1.00,1.00,9.11
17839,196027,0,1,1,1,47,2,0,4,3,5,1.67,8007.29,8007.29,0.00,0.00,0.00,0,9511.40,1902.28,1,1,1.00,1.00,9.16
17840,196028,0,0,0,1,60,0,0,0,1,1,1.00,8007.29,8007.29,0.00,0.00,0.00,0,7955.34,7955.34,1,1,1.00,0.00,8.98
17841,196029,0,0,0,1,78,0,0,1,3,3,1.00,9508.66,8007.29,0.00,0.00,1501.37,0,13063.98,4354.66,1,1,1.00,1.00,9.48
17842,196032,0,0,0,1,47,0,0,0,1,1,1.00,4673.96,4604.19,0.00,0.00,0.00,0,4673.96,4673.96,1,1,1.00,1.00,8.45
17843,196033,0,0,0,2,40,0,0,0,2,3,1.50,10346.54,2522.30,7507.39,0.00,316.85,0,10346.54,3448.85,1,1,1.00,1.00,9.24
17844,196034,0,0,0,2,33,1,0,1,2,3,1.50,10739.43,10609.66,0.00,0.00,0.00,0,12293.45,4097.82,1,1,1.00,1.00,9.42
17845,196035,0,0,0,2,45,0,0,0,1,2,2.00,13912.67,13912.67,0.00,0.00,0.00,0,12574.50,6287.25,1,1,1.00,1.00,9.44
17846,196036,0,2,2,4,50,1,0,1,4,7,1.75,27751.41,27525.68,100.15,0.00,0.00,0,29606.33,4229.48,1,1,1.00,1.00,10.30
17847,196038,0,4,4,1,43,1,0,3,2,4,2.00,13212.03,13212.03,0.00,0.00,0.00,0,15718.87,3929.72,1,1,1.00,1.00,9.66
17848,196039,0,0,1,1,68,0,0,1,2,2,1.00,27656.35,27656.35,0.00,0.00,0.00,0,33671.00,16835.50,1,1,1.00,1.00,10.42
17849,196040,0,0,0,0,66,0,0,1,1,2,2.00,40236.63,0.00,0.00,500.46,39736.18,0,46253.05,23126.53,1,1,1.00,1.00,10.74
17850,196042,0,2,1,2,59,0,0,0,4,5,1.25,40404.48,25022.78,0.00,5288.86,10009.11,0,55445.53,13861.38,1,1,1.00,1.00,10.92
17851,196043,0,0,0,1,45,2,0,2,3,6,2.00,25488.66,25022.78,0.00,0.00,465.88,0,25830.17,4305.03,1,1,1.00,1.00,10.16
17852,196044,0,0,0,2,41,0,0,0,4,4,1.00,11578.44,10143.81,934.63,0.00,500.00,0,23109.47,5777.37,1,1,1.00,1.00,10.05
17853,196045,0,0,0,1,36,1,0,0,3,4,1.33,15203.05,11026.59,2136.48,300.10,1739.88,0,16104.98,4026.25,1,1,1.00,1.00,9.69
17854,196046,0,0,3,2,58,0,0,1,1,3,3.00,7006.38,6505.92,0.00,500.46,0.00,0,7708.03,2569.34,1,1,1.00,1.00,8.95
17855,196047,0,0,0,0,24,0,0,0,1,1,1.00,4203.83,0.00,0.00,0.00,4203.83,0,4203.83,4203.83,1,1,1.00,1.00,8.34
17856,196048,1,1,0,2,19,0,0,0,1,2,2.00,6246.11,6205.65,0.00,0.00,0.00,0,6856.56,3428.28,1,1,1.00,1.00,8.83
17857,196049,0,0,3,2,58,1,0,1,2,5,2.50,21165.01,19017.31,1164.69,0.00,983.00,0,25314.96,5062.99,1,1,1.00,1.00,10.14
17858,196051,0,0,0,2,45,0,0,1,2,4,2.00,16460.28,16348.65,0.00,0.00,0.00,0,17707.89,4426.97,1,1,1.00,1.00,9.78
17859,196052,2,1,1,2,72,0,0,1,2,3,1.50,6187.10,3401.87,1251.36,1201.09,332.77,0,7690.75,2563.58,1,1,1.00,1.00,8.95
17860,196053,0,0,1,2,42,0,0,1,2,3,1.50,8965.46,4439.33,4090.65,0.00,435.48,0,8965.46,2988.49,1,1,1.00,1.00,9.10
17861,196054,2,1,1,2,52,1,0,0,3,5,1.67,18696.55,8114.47,3643.42,0.00,6850.76,0,25749.95,5149.99,1,1,1.00,1.00,10.16
17862,196055,0,0,0,1,29,1,0,3,2,4,2.00,4855.43,4855.43,0.00,0.00,0.00,0,7404.78,1851.20,1,1,1.00,1.00,8.91
17863,196056,0,0,0,2,41,1,0,1,3,4,1.33,12735.74,1326.38,11409.36,0.00,0.00,0,13244.86,3311.22,1,1,1.00,1.00,9.49
17864,196057,0,0,0,1,37,1,0,3,2,4,2.00,7812.28,4804.37,3007.90,0.00,0.00,0,9516.93,2379.23,1,1,1.00,1.00,9.16
17865,196058,0,0,0,1,37,1,0,3,1,4,4.00,5204.74,5204.74,0.00,0.00,0.00,0,6207.48,1551.87,1,1,1.00,1.00,8.73
17866,197001,0,0,1,2,69,0,0,1,2,5,2.50,12347.42,9342.82,0.00,0.00,3004.60,0,15071.45,3014.29,1,1,1.00,1.00,9.62
17867,197002,1,0,0,2,33,2,0,2,2,5,2.50,11610.57,11610.57,0.00,0.00,0.00,0,13616.04,2723.21,1,1,1.00,1.00,9.52
17868,197003,0,1,1,3,51,0,0,0,2,3,1.50,11982.21,11961.28,0.00,0.00,0.00,0,13987.68,4662.56,1,1,1.00,1.00,9.55
17869,197004,0,0,0,2,59,1,0,1,2,3,1.50,10620.82,10609.66,0.00,0.00,0.00,0,10453.55,3484.52,1,1,1.00,1.00,9.25
17870,197005,0,0,0,3,45,1,0,1,3,6,2.00,20606.31,20385.60,166.32,0.00,0.00,0,22076.70,3679.45,1,1,1.00,1.00,10.00
17871,197006,3,0,5,2,73,2,0,0,3,8,2.67,8762.16,2337.86,1657.35,0.00,4766.96,0,10266.27,1283.28,1,1,1.00,0.00,9.24
17872,197007,3,0,3,4,45,0,0,0,2,6,3.00,18192.33,16434.96,0.00,0.00,1701.55,0,19696.43,3282.74,1,1,1.00,1.00,9.89
17873,197008,0,5,5,1,42,1,0,2,2,5,2.50,7409.16,6005.47,1403.69,0.00,0.00,0,9414.63,1882.93,1,1,1.00,1.00,9.15
17874,197010,1,0,3,3,56,0,0,0,2,5,2.50,23679.22,21219.32,808.44,0.00,1651.46,0,25684.69,5136.94,1,1,1.00,1.00,10.15
17875,197011,0,0,0,1,49,1,0,0,3,5,1.67,18238.21,17841.96,0.00,82.90,90.10,0,19039.34,3807.87,1,1,1.00,1.00,9.85
17876,197012,3,0,0,2,60,1,0,2,1,5,5.00,10332.61,9917.31,30.01,0.00,385.28,0,10337.62,2067.52,1,1,1.00,1.00,9.24
17877,197013,1,3,3,2,51,0,0,1,1,3,3.00,9738.75,778.84,8959.91,0.00,0.00,0,9738.75,3246.25,1,1,1.00,1.00,9.18
17878,197014,4,1,6,4,63,0,0,0,3,10,3.33,9390.57,4790.57,2859.05,0.00,1740.96,0,11748.45,1174.84,1,1,1.00,1.00,9.37
17879,197016,0,2,1,3,25,0,0,2,2,6,3.00,6981.34,4547.95,2071.26,0.00,350.97,1,7984.08,1330.68,0,0,1.00,0.00,8.99
17880,197017,2,0,3,2,70,1,0,0,2,3,1.50,1599.37,0.00,39.04,0.00,1560.33,1,2401.56,800.52,1,0,0.00,0.00,7.78
17881,197018,0,6,6,2,37,2,0,1,1,6,6.00,4568.79,4402.29,0.00,0.00,166.50,1,5170.44,861.74,0,0,1.00,1.00,8.55
17882,197019,0,0,6,4,46,2,0,0,3,7,2.33,8111.04,4210.37,3733.80,0.00,166.86,1,9333.45,1333.35,0,0,1.00,1.00,9.14
17883,197020,0,0,5,2,38,3,0,2,2,5,2.50,4735.07,4735.07,0.00,0.00,0.00,1,4735.07,947.01,1,0,1.00,1.00,8.46
17884,197021,1,0,0,0,66,0,0,0,1,1,1.00,1501.37,0.00,0.00,0.00,1501.37,1,2303.56,2303.56,1,0,0.00,1.00,7.74
17885,197023,1,1,6,4,44,2,0,1,3,7,2.33,8091.72,1999.41,4891.13,0.00,1201.18,1,9549.22,1364.17,1,0,1.00,1.00,9.16
17886,197024,2,0,0,2,42,2,0,2,2,5,2.50,6306.35,6306.35,0.00,0.00,0.00,1,7108.54,1421.71,1,0,1.00,1.00,8.87
17887,197025,3,0,3,1,37,1,0,1,1,3,3.00,2443.25,2134.51,0.00,0.00,308.74,1,3361.02,1120.34,1,0,1.00,0.00,8.12
17888,197026,0,1,1,1,48,0,0,0,1,1,1.00,4335.24,4335.24,0.00,0.00,0.00,0,5253.90,5253.90,1,1,1.00,1.00,8.57
17889,197027,2,2,2,1,65,0,0,1,1,2,2.00,4838.76,4838.76,0.00,0.00,0.00,0,5841.50,2920.75,1,1,0.00,0.00,8.67
17890,197028,0,0,0,2,50,0,0,0,1,4,4.00,12873.03,12205.35,597.91,0.00,0.00,0,13444.48,3361.12,1,1,1.00,1.00,9.51
17891,197029,1,0,0,1,30,1,0,2,1,3,3.00,6290.69,6279.53,0.00,0.00,0.00,0,5918.99,1973.00,1,1,1.00,1.00,8.69
17892,197030,2,1,1,1,88,0,0,1,2,3,1.50,15139.57,2001.82,11836.56,0.00,1301.18,0,16142.30,5380.77,1,1,1.00,1.00,9.69
17893,197031,1,0,0,2,31,1,0,1,1,4,4.00,8727.46,8338.89,132.90,0.00,248.70,0,9286.68,2321.67,1,1,1.00,1.00,9.14
17894,197032,0,0,0,0,64,0,0,1,1,2,2.00,800.48,0.00,199.94,0.00,600.55,0,2805.96,1402.98,1,1,1.00,0.00,7.94
17895,197033,2,0,0,2,68,1,0,1,3,6,2.00,24021.87,21019.14,0.00,0.00,3002.73,0,26327.99,4388.00,1,1,1.00,1.00,10.18
17896,197034,1,0,0,1,73,0,0,1,2,3,1.50,18016.40,16214.76,0.00,0.00,1801.64,0,19837.88,6612.63,1,1,1.00,1.00,9.90
17897,197035,0,3,3,4,47,0,0,1,2,7,3.50,11946.31,11909.01,37.30,0.00,0.00,0,13951.78,1993.11,1,1,1.00,1.00,9.54
17898,197036,0,0,0,2,39,1,0,1,1,4,4.00,12823.39,0.00,12488.51,0.00,334.88,0,18006.92,4501.73,0,1,1.00,1.00,9.80
17899,197037,0,5,5,1,43,2,0,1,3,5,1.67,13076.57,0.00,12792.66,0.00,283.91,0,16385.43,3277.09,1,1,1.00,1.00,9.70
17900,197038,0,2,2,1,30,0,0,1,1,2,2.00,3867.84,3867.84,0.00,0.00,0.00,0,2864.22,1432.11,1,1,1.00,1.00,7.96
17901,197039,0,0,1,2,47,0,0,0,2,4,2.00,20241.98,9220.69,10855.49,0.00,165.80,0,19991.07,4997.77,1,1,1.00,1.00,9.90
17902,197040,1,0,5,4,48,2,0,0,2,7,3.50,24443.14,23915.85,174.09,0.00,182.96,0,25913.33,3701.90,0,1,1.00,1.00,10.16
17903,197042,0,0,0,1,46,1,0,1,3,4,1.33,46142.01,41637.91,0.00,4504.10,0.00,0,54625.61,13656.40,1,1,1.00,1.00,10.91
17904,197043,0,0,0,2,30,0,0,0,2,2,1.00,19150.35,19150.35,0.00,0.00,0.00,0,24161.37,12080.68,0,1,1.00,1.00,10.09
